chrom	type	start	end	strand	attributes
chr1	gene	10430101	10452152	+	ID=ENSG00000251503.8;gene_id=ENSG00000251503.8;gene_type=protein_coding;gene_name=CENPS-CORT;level=2;hgnc_id=HGNC:38843;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000162436.4
chr1	gene	10430432	10442807	+	ID=ENSG00000175279.22;gene_id=ENSG00000175279.22;gene_type=protein_coding;gene_name=CENPS;level=1;hgnc_id=HGNC:23163;tag=overlapping_locus;havana_gene=OTTHUMG00000059085.11
chr1	gene	10450030	10451997	+	ID=ENSG00000241563.4;gene_id=ENSG00000241563.4;gene_type=protein_coding;gene_name=CORT;level=2;hgnc_id=HGNC:2257;tag=overlapping_locus;havana_gene=OTTHUMG00000001906.4
chr1	gene	10456521	10472528	-	ID=ENSG00000160049.12;gene_id=ENSG00000160049.12;gene_type=protein_coding;gene_name=DFFA;level=2;hgnc_id=HGNC:2772;havana_gene=OTTHUMG00000001909.4
chr1	gene	10472287	10630757	+	ID=ENSG00000142655.13;gene_id=ENSG00000142655.13;gene_type=protein_coding;gene_name=PEX14;level=2;hgnc_id=HGNC:8856;tag=ncRNA_host;havana_gene=OTTHUMG00000001908.3
chr1	gene	10636603	10796649	-	ID=ENSG00000130940.15;gene_id=ENSG00000130940.15;gene_type=protein_coding;gene_name=CASZ1;level=1;hgnc_id=HGNC:26002;havana_gene=OTTHUMG00000002035.6
chr1	gene	10946470	10982075	-	ID=ENSG00000175262.15;gene_id=ENSG00000175262.15;gene_type=protein_coding;gene_name=C1orf127;level=1;hgnc_id=HGNC:26730;havana_gene=OTTHUMG00000002032.5
chr1	gene	11012343	11030527	+	ID=ENSG00000120948.19;gene_id=ENSG00000120948.19;gene_type=protein_coding;gene_name=TARDBP;level=2;hgnc_id=HGNC:11571;havana_gene=OTTHUMG00000185649.2
chr1	gene	11022008	11047238	-	ID=ENSG00000009724.18;gene_id=ENSG00000009724.18;gene_type=protein_coding;gene_name=MASP2;level=2;hgnc_id=HGNC:6902;havana_gene=OTTHUMG00000002121.2
chr1	gene	11054583	11060019	-	ID=ENSG00000116649.10;gene_id=ENSG00000116649.10;gene_type=protein_coding;gene_name=SRM;level=1;hgnc_id=HGNC:11296;havana_gene=OTTHUMG00000002119.4
chr1	gene	11066617	11099868	-	ID=ENSG00000171824.14;gene_id=ENSG00000171824.14;gene_type=protein_coding;gene_name=EXOSC10;level=2;hgnc_id=HGNC:9138;havana_gene=OTTHUMG00000002123.3
chr1	gene	11106534	11262555	-	ID=ENSG00000198793.14;gene_id=ENSG00000198793.14;gene_type=protein_coding;gene_name=MTOR;level=2;hgnc_id=HGNC:3942;havana_gene=OTTHUMG00000002001.4
chr1	gene	11189354	11195980	+	ID=ENSG00000171819.5;gene_id=ENSG00000171819.5;gene_type=protein_coding;gene_name=ANGPTL7;level=2;hgnc_id=HGNC:24078;havana_gene=OTTHUMG00000002002.4
chr1	gene	11273197	11296048	+	ID=ENSG00000120942.14;gene_id=ENSG00000120942.14;gene_type=protein_coding;gene_name=UBIAD1;level=2;hgnc_id=HGNC:30791;havana_gene=OTTHUMG00000002075.2
chr1	gene	11479154	11537550	+	ID=ENSG00000204624.8;gene_id=ENSG00000204624.8;gene_type=protein_coding;gene_name=DISP3;level=2;hgnc_id=HGNC:29251;havana_gene=OTTHUMG00000002074.3
chr1	gene	11637017	11655784	-	ID=ENSG00000116661.11;gene_id=ENSG00000116661.11;gene_type=protein_coding;gene_name=FBXO2;level=2;hgnc_id=HGNC:13581;havana_gene=OTTHUMG00000002072.6
chr1	gene	11654374	11663326	+	ID=ENSG00000132879.14;gene_id=ENSG00000132879.14;gene_type=protein_coding;gene_name=FBXO44;level=2;hgnc_id=HGNC:24847;havana_gene=OTTHUMG00000002071.7
chr1	gene	11658917	11691810	-	ID=ENSG00000116670.16;gene_id=ENSG00000116670.16;gene_type=protein_coding;gene_name=MAD2L2;level=2;hgnc_id=HGNC:6764;havana_gene=OTTHUMG00000002231.6
chr1	gene	11664199	11674353	+	ID=ENSG00000116663.11;gene_id=ENSG00000116663.11;gene_type=protein_coding;gene_name=FBXO6;level=2;hgnc_id=HGNC:13585;havana_gene=OTTHUMG00000002229.2
chr1	gene	11691709	11725856	+	ID=ENSG00000162490.7;gene_id=ENSG00000162490.7;gene_type=protein_coding;gene_name=DRAXIN;level=2;hgnc_id=HGNC:25054;havana_gene=OTTHUMG00000002227.2
chr1	gene	11736083	11754801	+	ID=ENSG00000177674.16;gene_id=ENSG00000177674.16;gene_type=protein_coding;gene_name=AGTRAP;level=2;hgnc_id=HGNC:13539;havana_gene=OTTHUMG00000002230.6
chr1	gene	11761786	11789584	+	ID=ENSG00000215910.8;gene_id=ENSG00000215910.8;gene_type=protein_coding;gene_name=C1orf167;level=1;hgnc_id=HGNC:25262;havana_gene=OTTHUMG00000002228.2
chr1	gene	11785722	11806454	-	ID=ENSG00000177000.13;gene_id=ENSG00000177000.13;gene_type=protein_coding;gene_name=MTHFR;level=2;hgnc_id=HGNC:7436;havana_gene=OTTHUMG00000002277.8
chr1	gene	11806095	11848078	+	ID=ENSG00000011021.23;gene_id=ENSG00000011021.23;gene_type=protein_coding;gene_name=CLCN6;level=2;hgnc_id=HGNC:2024;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000002299.8
chr1	gene	11845708	11848344	-	ID=ENSG00000175206.11;gene_id=ENSG00000175206.11;gene_type=protein_coding;gene_name=NPPA;level=2;hgnc_id=HGNC:7939;havana_gene=OTTHUMG00000002388.2
chr1	gene	11857463	11858944	-	ID=ENSG00000120937.9;gene_id=ENSG00000120937.9;gene_type=protein_coding;gene_name=NPPB;level=2;hgnc_id=HGNC:7940;havana_gene=OTTHUMG00000002389.2
chr1	gene	11919590	11926427	-	ID=ENSG00000116685.16;gene_id=ENSG00000116685.16;gene_type=protein_coding;gene_name=KIAA2013;level=2;hgnc_id=HGNC:28513;havana_gene=OTTHUMG00000002391.2
chr1	gene	11934204	11975537	+	ID=ENSG00000083444.17;gene_id=ENSG00000083444.17;gene_type=protein_coding;gene_name=PLOD1;level=2;hgnc_id=HGNC:9081;havana_gene=OTTHUMG00000002393.5
chr1	gene	11980180	12015210	+	ID=ENSG00000116688.18;gene_id=ENSG00000116688.18;gene_type=protein_coding;gene_name=MFN2;level=2;hgnc_id=HGNC:16877;havana_gene=OTTHUMG00000002392.8
chr1	gene	12019465	12032044	+	ID=ENSG00000116691.11;gene_id=ENSG00000116691.11;gene_type=protein_coding;gene_name=MIIP;level=2;hgnc_id=HGNC:25715;tag=ncRNA_host;havana_gene=OTTHUMG00000002439.2
chr1	gene	12063302	12144206	+	ID=ENSG00000120949.15;gene_id=ENSG00000120949.15;gene_type=protein_coding;gene_name=TNFRSF8;level=2;hgnc_id=HGNC:11923;havana_gene=OTTHUMG00000001827.5
chr1	gene	12166990	12209227	+	ID=ENSG00000028137.19;gene_id=ENSG00000028137.19;gene_type=protein_coding;gene_name=TNFRSF1B;level=2;hgnc_id=HGNC:11917;tag=ncRNA_host;havana_gene=OTTHUMG00000001829.2
chr1	gene	12230029	12512046	+	ID=ENSG00000048707.15;gene_id=ENSG00000048707.15;gene_type=protein_coding;gene_name=VPS13D;level=2;hgnc_id=HGNC:23595;tag=ncRNA_host;havana_gene=OTTHUMG00000013155.8
chr1	gene	12567909	12618209	-	ID=ENSG00000162496.9;gene_id=ENSG00000162496.9;gene_type=protein_coding;gene_name=DHRS3;level=2;hgnc_id=HGNC:17693;tag=ncRNA_host;havana_gene=OTTHUMG00000001885.6
chr1	gene	12644084	12667075	+	ID=ENSG00000204518.3;gene_id=ENSG00000204518.3;gene_type=protein_coding;gene_name=AADACL4;level=2;hgnc_id=HGNC:32038;havana_gene=OTTHUMG00000001889.1
chr1	gene	12716109	12728759	+	ID=ENSG00000188984.12;gene_id=ENSG00000188984.12;gene_type=protein_coding;gene_name=AADACL3;level=2;hgnc_id=HGNC:32037;havana_gene=OTTHUMG00000001887.6
chr1	gene	12746199	12763698	+	ID=ENSG00000157330.10;gene_id=ENSG00000157330.10;gene_type=protein_coding;gene_name=CFAP107;level=2;hgnc_id=HGNC:28567;havana_gene=OTTHUMG00000001888.5
chr1	gene	12773737	12777905	+	ID=ENSG00000116726.5;gene_id=ENSG00000116726.5;gene_type=protein_coding;gene_name=PRAMEF12;level=2;hgnc_id=HGNC:22125;havana_gene=OTTHUMG00000001927.2
chr1	gene	12791396	12796627	+	ID=ENSG00000116721.9;gene_id=ENSG00000116721.9;gene_type=protein_coding;gene_name=PRAMEF1;level=2;hgnc_id=HGNC:28840;havana_gene=OTTHUMG00000001928.2
chr1	gene	12824604	12831409	-	ID=ENSG00000239810.3;gene_id=ENSG00000239810.3;gene_type=protein_coding;gene_name=PRAMEF11;level=2;hgnc_id=HGNC:14086;havana_gene=OTTHUMG00000001929.5
chr1	gene	12847376	12848719	-	ID=ENSG00000179172.10;gene_id=ENSG00000179172.10;gene_type=protein_coding;gene_name=HNRNPCL1;level=2;hgnc_id=HGNC:29295;tag=retrogene;havana_gene=OTTHUMG00000001931.3
chr1	gene	12857085	12861908	+	ID=ENSG00000120952.4;gene_id=ENSG00000120952.4;gene_type=protein_coding;gene_name=PRAMEF2;level=2;hgnc_id=HGNC:28841;havana_gene=OTTHUMG00000001986.1
chr1	gene	12879211	12886200	-	ID=ENSG00000243073.4;gene_id=ENSG00000243073.4;gene_type=protein_coding;gene_name=PRAMEF4;level=2;hgnc_id=HGNC:31971;havana_gene=OTTHUMG00000001987.3
chr1	gene	12892895	12898269	-	ID=ENSG00000187545.5;gene_id=ENSG00000187545.5;gene_type=protein_coding;gene_name=PRAMEF10;level=2;hgnc_id=HGNC:27997;havana_gene=OTTHUMG00000001981.3
chr1	gene	12916609	12920750	+	ID=ENSG00000204510.6;gene_id=ENSG00000204510.6;gene_type=protein_coding;gene_name=PRAMEF7;level=2;hgnc_id=HGNC:28415;havana_gene=OTTHUMG00000001982.3
chr1	gene	12938471	12947579	-	ID=ENSG00000232423.6;gene_id=ENSG00000232423.6;gene_type=protein_coding;gene_name=PRAMEF6;level=2;hgnc_id=HGNC:30583;havana_gene=OTTHUMG00000001984.2
chr1	gene	13049475	13056574	-	ID=ENSG00000274764.6;gene_id=ENSG00000274764.6;gene_type=protein_coding;gene_name=PRAMEF27;level=2;hgnc_id=HGNC:51234;havana_gene=OTTHUMG00000074727.3
chr1	gene	13060768	13062877	+	ID=ENSG00000277058.3;gene_id=ENSG00000277058.3;gene_type=protein_coding;gene_name=HNRNPCL3;level=2;hgnc_id=HGNC:51235;tag=retrogene;havana_gene=OTTHUMG00000189236.2
chr1	gene	13068676	13077883	+	ID=ENSG00000229571.7;gene_id=ENSG00000229571.7;gene_type=protein_coding;gene_name=PRAMEF25;level=2;hgnc_id=HGNC:49179;havana_gene=OTTHUMG00000074741.3
chr1	gene	13115487	13116853	-	ID=ENSG00000275774.3;gene_id=ENSG00000275774.3;gene_type=protein_coding;gene_name=HNRNPCL2;level=2;hgnc_id=HGNC:48813;havana_gene=OTTHUMG00000009503.5
chr1	gene	13148904	13158115	-	ID=ENSG00000280267.6;gene_id=ENSG00000280267.6;gene_type=protein_coding;gene_name=PRAMEF26;level=2;hgnc_id=HGNC:49178;havana_gene=OTTHUMG00000009499.3
chr1	gene	13163913	13165630	-	ID=ENSG00000179412.11;gene_id=ENSG00000179412.11;gene_type=protein_coding;gene_name=HNRNPCL4;level=2;hgnc_id=HGNC:51333;tag=retrogene;havana_gene=OTTHUMG00000189238.2
chr1	gene	13171847	13179458	+	ID=ENSG00000204505.5;gene_id=ENSG00000204505.5;gene_type=protein_coding;gene_name=PRAMEF9;level=2;hgnc_id=HGNC:27996;havana_gene=OTTHUMG00000189239.1
chr1	gene	13196187	13201408	-	ID=ENSG00000279169.3;gene_id=ENSG00000279169.3;gene_type=protein_coding;gene_name=PRAMEF13;level=2;hgnc_id=HGNC:13262;havana_gene=OTTHUMG00000189240.3
chr1	gene	13222694	13226153	-	ID=ENSG00000279804.3;gene_id=ENSG00000279804.3;gene_type=protein_coding;gene_name=PRAMEF18;level=2;hgnc_id=HGNC:30693;havana_gene=OTTHUMG00000191961.2
chr1	gene	13254197	13263434	+	ID=ENSG00000270601.5;gene_id=ENSG00000270601.5;gene_type=protein_coding;gene_name=PRAMEF5;level=2;hgnc_id=HGNC:27995;havana_gene=OTTHUMG00000184604.4
chr1	gene	13281303	13285136	-	ID=ENSG00000182330.11;gene_id=ENSG00000182330.11;gene_type=protein_coding;gene_name=PRAMEF8;level=2;hgnc_id=HGNC:24074;havana_gene=OTTHUMG00000008037.2
chr1	gene	13303538	13308906	+	ID=ENSG00000237700.2;gene_id=ENSG00000237700.2;gene_type=protein_coding;gene_name=PRAMEF33;level=2;hgnc_id=HGNC:49193;havana_gene=OTTHUMG00000008036.3
chr1	gene	13315580	13322597	+	ID=ENSG00000204501.7;gene_id=ENSG00000204501.7;gene_type=protein_coding;gene_name=PRAMEF15;level=2;hgnc_id=HGNC:26764;havana_gene=OTTHUMG00000008035.2
chr1	gene	13341891	13347133	-	ID=ENSG00000204481.8;gene_id=ENSG00000204481.8;gene_type=protein_coding;gene_name=PRAMEF14;level=2;hgnc_id=HGNC:13576;havana_gene=OTTHUMG00000007916.4
chr1	gene	13368430	13371946	-	ID=ENSG00000204480.9;gene_id=ENSG00000204480.9;gene_type=protein_coding;gene_name=PRAMEF19;level=2;hgnc_id=HGNC:24908;havana_gene=OTTHUMG00000007919.5
chr1	gene	13389631	13392628	+	ID=ENSG00000204479.4;gene_id=ENSG00000204479.4;gene_type=protein_coding;gene_name=PRAMEF17;level=2;hgnc_id=HGNC:29485;havana_gene=OTTHUMG00000007909.3
chr1	gene	13410449	13421327	+	ID=ENSG00000204478.11;gene_id=ENSG00000204478.11;gene_type=protein_coding;gene_name=PRAMEF20;level=2;hgnc_id=HGNC:25224;havana_gene=OTTHUMG00000007911.2
chr1	gene	13474972	13514002	-	ID=ENSG00000162494.6;gene_id=ENSG00000162494.6;gene_type=protein_coding;gene_name=LRRC38;level=2;hgnc_id=HGNC:27005;havana_gene=OTTHUMG00000007918.2
chr1	gene	13583464	13617956	+	ID=ENSG00000162493.17;gene_id=ENSG00000162493.17;gene_type=protein_coding;gene_name=PDPN;level=1;hgnc_id=HGNC:29602;havana_gene=OTTHUMG00000007912.5
chr1	gene	13700187	13825078	+	ID=ENSG00000116731.23;gene_id=ENSG00000116731.23;gene_type=protein_coding;gene_name=PRDM2;level=2;hgnc_id=HGNC:9347;havana_gene=OTTHUMG00000007917.6
chr1	gene	13892791	15118042	+	ID=ENSG00000189337.17;gene_id=ENSG00000189337.17;gene_type=protein_coding;gene_name=KAZN;level=2;hgnc_id=HGNC:29173;havana_gene=OTTHUMG00000002042.8
chr1	gene	15152531	15220477	+	ID=ENSG00000171729.14;gene_id=ENSG00000171729.14;gene_type=protein_coding;gene_name=TMEM51;level=1;hgnc_id=HGNC:25488;havana_gene=OTTHUMG00000002046.5
chr1	gene	15236520	15400282	+	ID=ENSG00000142621.21;gene_id=ENSG00000142621.21;gene_type=protein_coding;gene_name=FHAD1;level=1;hgnc_id=HGNC:29408;havana_gene=OTTHUMG00000002088.11
chr1	gene	15409887	15430338	+	ID=ENSG00000142634.13;gene_id=ENSG00000142634.13;gene_type=protein_coding;gene_name=EFHD2;level=2;hgnc_id=HGNC:28670;havana_gene=OTTHUMG00000002254.2
chr1	gene	15438441	15449241	+	ID=ENSG00000162438.12;gene_id=ENSG00000162438.12;gene_type=protein_coding;gene_name=CTRC;level=2;hgnc_id=HGNC:2523;havana_gene=OTTHUMG00000002255.2
chr1	gene	15456727	15472090	+	ID=ENSG00000142615.8;gene_id=ENSG00000142615.8;gene_type=protein_coding;gene_name=CELA2A;level=2;hgnc_id=HGNC:24609;tag=overlapping_locus;havana_gene=OTTHUMG00000002258.2
chr1	gene	15465908	15491394	+	ID=ENSG00000215704.10;gene_id=ENSG00000215704.10;gene_type=protein_coding;gene_name=CELA2B;level=2;hgnc_id=HGNC:29995;tag=overlapping_locus;havana_gene=OTTHUMG00000002259.3
chr1	gene	15490831	15526533	-	ID=ENSG00000132906.18;gene_id=ENSG00000132906.18;gene_type=protein_coding;gene_name=CASP9;level=1;hgnc_id=HGNC:1511;havana_gene=OTTHUMG00000002256.8
chr1	gene	15526812	15592378	+	ID=ENSG00000116138.13;gene_id=ENSG00000116138.13;gene_type=protein_coding;gene_name=DNAJC16;level=2;hgnc_id=HGNC:29157;tag=ncRNA_host;havana_gene=OTTHUMG00000002358.4
chr1	gene	15571698	15585050	-	ID=ENSG00000116771.6;gene_id=ENSG00000116771.6;gene_type=protein_coding;gene_name=AGMAT;level=2;hgnc_id=HGNC:18407;havana_gene=OTTHUMG00000002357.2
chr1	gene	15617457	15669043	+	ID=ENSG00000197312.12;gene_id=ENSG00000197312.12;gene_type=protein_coding;gene_name=DDI2;level=2;hgnc_id=HGNC:24578;tag=overlapping_locus;havana_gene=OTTHUMG00000002381.3
chr1	gene	15659712	15662032	+	ID=ENSG00000215695.2;gene_id=ENSG00000215695.2;gene_type=protein_coding;gene_name=RSC1A1;level=2;hgnc_id=HGNC:10458;tag=overlapping_locus;havana_gene=OTTHUMG00000067830.2
chr1	gene	15684319	15734768	+	ID=ENSG00000116786.13;gene_id=ENSG00000116786.13;gene_type=protein_coding;gene_name=PLEKHM2;level=2;hgnc_id=HGNC:29131;havana_gene=OTTHUMG00000003062.3
chr1	gene	15736257	15741391	+	ID=ENSG00000162461.8;gene_id=ENSG00000162461.8;gene_type=protein_coding;gene_name=SLC25A34;level=2;hgnc_id=HGNC:27653;havana_gene=OTTHUMG00000003063.2
chr1	gene	15742498	15747981	+	ID=ENSG00000162460.7;gene_id=ENSG00000162460.7;gene_type=protein_coding;gene_name=TMEM82;level=2;hgnc_id=HGNC:32350;havana_gene=OTTHUMG00000003065.3
chr1	gene	15756606	15786593	+	ID=ENSG00000162458.13;gene_id=ENSG00000162458.13;gene_type=protein_coding;gene_name=FBLIM1;level=2;hgnc_id=HGNC:24686;havana_gene=OTTHUMG00000003079.8
chr1	gene	15807168	15809347	-	ID=ENSG00000233954.7;gene_id=ENSG00000233954.7;gene_type=protein_coding;gene_name=UQCRHL;level=2;hgnc_id=HGNC:51714;tag=retrogene;havana_gene=OTTHUMG00000003109.3
chr1	gene	15836094	15940455	+	ID=ENSG00000065526.13;gene_id=ENSG00000065526.13;gene_type=protein_coding;gene_name=SPEN;level=2;hgnc_id=HGNC:17575;havana_gene=OTTHUMG00000009376.4
chr1	gene	15941868	15976131	-	ID=ENSG00000116809.12;gene_id=ENSG00000116809.12;gene_type=protein_coding;gene_name=ZBTB17;level=2;hgnc_id=HGNC:12936;havana_gene=OTTHUMG00000009377.3
chr1	gene	16004235	16008806	+	ID=ENSG00000183888.4;gene_id=ENSG00000183888.4;gene_type=protein_coding;gene_name=SRARP;level=2;hgnc_id=HGNC:28339;havana_gene=OTTHUMG00000009523.1
chr1	gene	16014027	16019593	-	ID=ENSG00000173641.18;gene_id=ENSG00000173641.18;gene_type=protein_coding;gene_name=HSPB7;level=1;hgnc_id=HGNC:5249;havana_gene=OTTHUMG00000009531.2
chr1	gene	16018874	16034049	+	ID=ENSG00000186510.12;gene_id=ENSG00000186510.12;gene_type=protein_coding;gene_name=CLCNKA;level=2;hgnc_id=HGNC:2026;havana_gene=OTTHUMG00000009529.4
chr1	gene	16040251	16057310	+	ID=ENSG00000184908.20;gene_id=ENSG00000184908.20;gene_type=protein_coding;gene_name=CLCNKB;level=2;hgnc_id=HGNC:2027;havana_gene=OTTHUMG00000009530.2
chr1	gene	16057768	16073650	-	ID=ENSG00000185519.9;gene_id=ENSG00000185519.9;gene_type=protein_coding;gene_name=FAM131C;level=2;hgnc_id=HGNC:26717;havana_gene=OTTHUMG00000009525.2
chr1	gene	16124336	16156068	-	ID=ENSG00000142627.13;gene_id=ENSG00000142627.13;gene_type=protein_coding;gene_name=EPHA2;level=2;hgnc_id=HGNC:3386;havana_gene=OTTHUMG00000009527.3
chr1	gene	16197853	16212651	-	ID=ENSG00000142632.17;gene_id=ENSG00000142632.17;gene_type=protein_coding;gene_name=ARHGEF19;level=2;hgnc_id=HGNC:26604;havana_gene=OTTHUMG00000002219.5
chr1	gene	16231691	16237182	-	ID=ENSG00000132881.12;gene_id=ENSG00000132881.12;gene_type=protein_coding;gene_name=CPLANE2;level=2;hgnc_id=HGNC:28127;havana_gene=OTTHUMG00000002214.5
chr1	gene	16246839	16352479	-	ID=ENSG00000037637.11;gene_id=ENSG00000037637.11;gene_type=protein_coding;gene_name=FBXO42;level=2;hgnc_id=HGNC:29249;havana_gene=OTTHUMG00000002218.3
chr1	gene	16352574	16398144	+	ID=ENSG00000055070.17;gene_id=ENSG00000055070.17;gene_type=protein_coding;gene_name=SZRD1;level=2;hgnc_id=HGNC:30232;havana_gene=OTTHUMG00000002217.6
chr1	gene	16387116	16437423	-	ID=ENSG00000187144.11;gene_id=ENSG00000187144.11;gene_type=protein_coding;gene_name=SPATA21;level=1;hgnc_id=HGNC:28026;havana_gene=OTTHUMG00000002312.3
chr1	gene	16440720	16460077	+	ID=ENSG00000157191.20;gene_id=ENSG00000157191.20;gene_type=protein_coding;gene_name=NECAP2;level=1;hgnc_id=HGNC:25528;havana_gene=OTTHUMG00000002313.5
chr1	gene	16562318	16613561	-	ID=ENSG00000219481.11;gene_id=ENSG00000219481.11;gene_type=protein_coding;gene_name=NBPF1;level=2;hgnc_id=HGNC:26088;havana_gene=OTTHUMG00000002487.10
chr1	gene	16740272	16972963	+	ID=ENSG00000058453.17;gene_id=ENSG00000058453.17;gene_type=protein_coding;gene_name=CROCC;level=2;hgnc_id=HGNC:21299;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000002200.10
chr1	gene	16974501	16980631	-	ID=ENSG00000117122.14;gene_id=ENSG00000117122.14;gene_type=protein_coding;gene_name=MFAP2;level=2;hgnc_id=HGNC:7033;havana_gene=OTTHUMG00000002290.2
chr1	gene	16985957	17011927	-	ID=ENSG00000159363.19;gene_id=ENSG00000159363.19;gene_type=protein_coding;gene_name=ATP13A2;level=1;hgnc_id=HGNC:30213;tag=overlapping_locus;havana_gene=OTTHUMG00000002293.5
chr1	gene	17005067	17011756	-	ID=ENSG00000288636.1;gene_id=ENSG00000288636.1;gene_type=protein_coding;gene_name=ENSG00000288636;level=2;tag=overlapping_locus
chr1	gene	17018721	17054031	-	ID=ENSG00000117118.10;gene_id=ENSG00000117118.10;gene_type=protein_coding;gene_name=SDHB;level=2;hgnc_id=HGNC:10681;havana_gene=OTTHUMG00000002289.4
chr1	gene	17066760	17119450	-	ID=ENSG00000117115.13;gene_id=ENSG00000117115.13;gene_type=protein_coding;gene_name=PADI2;level=2;hgnc_id=HGNC:18341;havana_gene=OTTHUMG00000002295.2
chr1	gene	17205127	17246006	+	ID=ENSG00000142623.11;gene_id=ENSG00000142623.11;gene_type=protein_coding;gene_name=PADI1;level=2;hgnc_id=HGNC:18367;havana_gene=OTTHUMG00000002294.5
chr1	gene	17249097	17284232	+	ID=ENSG00000142619.4;gene_id=ENSG00000142619.4;gene_type=protein_coding;gene_name=PADI3;level=2;hgnc_id=HGNC:18337;tag=ncRNA_host;havana_gene=OTTHUMG00000002373.1
chr1	gene	17308194	17364003	+	ID=ENSG00000159339.13;gene_id=ENSG00000159339.13;gene_type=protein_coding;gene_name=PADI4;level=2;hgnc_id=HGNC:18368;havana_gene=OTTHUMG00000002371.1
chr1	gene	17372195	17401698	+	ID=ENSG00000276747.1;gene_id=ENSG00000276747.1;gene_type=protein_coding;gene_name=PADI6;level=2;hgnc_id=HGNC:20449;tag=reference_genome_error;havana_gene=OTTHUMG00000002372.7
chr1	gene	17406759	17439676	-	ID=ENSG00000179051.14;gene_id=ENSG00000179051.14;gene_type=protein_coding;gene_name=RCC2;level=2;hgnc_id=HGNC:30297;havana_gene=OTTHUMG00000002513.2
chr1	gene	17539697	17697873	+	ID=ENSG00000074964.17;gene_id=ENSG00000074964.17;gene_type=protein_coding;gene_name=ARHGEF10L;level=2;hgnc_id=HGNC:25540;havana_gene=OTTHUMG00000002514.4
chr1	gene	17755332	17827062	+	ID=ENSG00000117148.8;gene_id=ENSG00000117148.8;gene_type=protein_coding;gene_name=ACTL8;level=2;hgnc_id=HGNC:24018;havana_gene=OTTHUMG00000002512.2
chr1	gene	18107797	18378482	+	ID=ENSG00000117154.12;gene_id=ENSG00000117154.12;gene_type=protein_coding;gene_name=IGSF21;level=2;hgnc_id=HGNC:28246;tag=overlapping_locus;havana_gene=OTTHUMG00000002432.4
chr1	gene	18480929	18485973	+	ID=ENSG00000179023.9;gene_id=ENSG00000179023.9;gene_type=protein_coding;gene_name=KLHDC7A;level=2;hgnc_id=HGNC:26791;havana_gene=OTTHUMG00000002431.3
chr1	gene	18630845	18748865	+	ID=ENSG00000009709.12;gene_id=ENSG00000009709.12;gene_type=protein_coding;gene_name=PAX7;level=2;hgnc_id=HGNC:8621;havana_gene=OTTHUMG00000002433.3
chr1	gene	18839598	18859659	-	ID=ENSG00000179002.6;gene_id=ENSG00000179002.6;gene_type=protein_coding;gene_name=TAS1R2;level=1;hgnc_id=HGNC:14905;tag=overlapping_locus;havana_gene=OTTHUMG00000002442.2
chr1	gene	18871429	18902723	-	ID=ENSG00000159423.17;gene_id=ENSG00000159423.17;gene_type=protein_coding;gene_name=ALDH4A1;level=1;hgnc_id=HGNC:406;tag=ncRNA_host;havana_gene=OTTHUMG00000002443.7
chr1	gene	18904279	18956675	-	ID=ENSG00000169991.11;gene_id=ENSG00000169991.11;gene_type=protein_coding;gene_name=IFFO2;level=1;hgnc_id=HGNC:27006;tag=overlapping_locus;havana_gene=OTTHUMG00000002499.3
chr1	gene	19074509	19210265	-	ID=ENSG00000127481.15;gene_id=ENSG00000127481.15;gene_type=protein_coding;gene_name=UBR4;level=2;hgnc_id=HGNC:30313;tag=overlapping_locus;havana_gene=OTTHUMG00000002498.6
chr1	gene	19215659	19251551	-	ID=ENSG00000127463.16;gene_id=ENSG00000127463.16;gene_type=protein_coding;gene_name=EMC1;level=1;hgnc_id=HGNC:28957;havana_gene=OTTHUMG00000002497.6
chr1	gene	19251804	19260127	+	ID=ENSG00000053372.5;gene_id=ENSG00000053372.5;gene_type=protein_coding;gene_name=MRTO4;level=2;hgnc_id=HGNC:18477;havana_gene=OTTHUMG00000002496.4
